@relation 'cleansed_data-weka.filters.unsupervised.attribute.Remove-R10,14,22'

@attribute yearID numeric
@attribute G numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute HR numeric
@attribute RBI numeric
@attribute salary numeric
@attribute weight numeric
@attribute height numeric
@attribute bats {R,L,B}
@attribute AB numeric
@attribute SO numeric
@attribute BB numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute R_avg numeric
@attribute H_avg numeric
@attribute 2B_avg numeric
@attribute 3B_avg numeric
@attribute HR_avg numeric
@attribute salary_avg numeric
@attribute weight_avg numeric
@attribute height_avg numeric
@attribute AB_avg numeric
@attribute SO_avg numeric
@attribute BB_avg numeric
@attribute IBB_avg numeric
@attribute SH_avg numeric
@attribute SF_avg numeric
@attribute GIDP_avg numeric
@attribute G_avg numeric
@attribute RBI_avg numeric
@attribute num_years_in_league numeric
@attribute age numeric

@data
1987,44,0,1,0,0,0,1,795000,225,76,R,7,2,1,0,0,0,0,1.25,3.25,1,0,0.5,695000,225,76,11.25,4,0.25,0,0,0,0,40.75,1.75,9,30
1987,25,2,3,1,0,1,1,795000,225,76,R,11,2,0,0,0,0,0,1.25,3.25,1,0,0.5,695000,225,76,11.25,4,0.25,0,0,0,0,40.75,1.75,9,30
1987,63,0,2,0,0,0,1,180000,195,76,R,18,7,0,0,0,0,0,0.333333,1.333333,0,0,0.333333,162500,195,76,12.333333,5.333333,0,0,0.666667,0.333333,0,48.666667,1.333333,3,27
1987,18,1,1,0,0,1,1,180000,195,76,R,4,2,0,0,1,0,0,0.333333,1.333333,0,0,0.333333,162500,195,76,12.333333,5.333333,0,0,0.666667,0.333333,0,48.666667,1.333333,3,27
1987,63,1,1,1,0,0,1,62500,180,76,L,7,1,0,0,0,0,0,1,1,1,0,0,62500,180,76,7,1,0,0,0,0,0,63,1,1,22
1987,157,93,165,36,11,21,82,550000,190,73,L,564,122,56,4,3,3,6,67.333333,129.333333,28,8,15.666667,351666.666667,190,73,468.666667,87,50,5,1.666667,2.333333,5,146.666667,66,4,27
1987,39,6,6,0,0,0,5,285000,185,75,R,26,6,0,0,1,0,1,4,6,1.5,0,0,230000,185,75,32.5,8.5,0.5,0,1,0.5,0.5,41.5,6,7,31
1987,10,1,3,0,0,0,0,80000,175,71,B,10,3,2,1,2,0,0,13,26,3,2.666667,0.333333,303333.333333,175,71,112.666667,21,10.666667,1.333333,2,0.666667,1,50,9,10,34
1987,38,8,12,3,0,2,11,135000,205,75,R,75,21,11,1,0,1,3,12,22,6,0,5,130000,205,75,101,22,12.5,2,0.5,0.5,3,50.5,16.5,9,32
1987,44,0,0,0,0,0,0,100000,230,78,R,6,2,0,0,0,0,0,0,0,0,0,0,100000,230,78,6,2,0,0,0,0,0,44,0,4,27
1987,38,17,32,6,0,6,17,215000,185,72,R,132,16,9,1,0,0,7,35.25,79.25,11.25,1.5,8.75,161250,185,72,283.75,41.75,22.75,2.25,1,1.5,10.5,82.25,37.5,3,26
1987,44,17,36,3,0,6,23,215000,185,72,R,155,30,11,0,3,1,7,35.25,79.25,11.25,1.5,8.75,161250,185,72,283.75,41.75,22.75,2.25,1,1.5,10.5,82.25,37.5,3,26
1987,21,3,5,1,1,0,1,415000,180,75,L,23,5,0,0,2,0,0,0.75,2.75,0.5,0.5,0,343750,180,75,12.5,3.75,0,0,1.5,0,0,52,0.25,7,27
1987,43,0,2,0,0,0,0,415000,180,75,L,7,1,0,0,0,0,0,0.75,2.75,0.5,0.5,0,343750,180,75,12.5,3.75,0,0,1.5,0,0,52,0.25,7,27
1987,21,1,1,0,0,0,0,605000,207,76,R,16,10,0,0,1,0,0,1,1,0,0,0,605000,207,76,16,10,0,0,1,0,0,21,0,5,26
1987,31,0,3,0,0,0,0,575000,195,73,R,18,9,1,0,2,0,0,2.75,5.75,0.5,0.25,0.25,435000,195,73,43.75,15.75,2.25,0,4,0,0.25,29.5,2,5,31
1987,18,3,5,1,0,0,0,575000,195,73,R,38,18,3,0,2,0,0,2.75,5.75,0.5,0.25,0.25,435000,195,73,43.75,15.75,2.25,0,4,0,0.25,29.5,2,5,31
1987,106,23,63,5,1,0,20,326667,175,71,L,276,30,42,4,4,2,6,40.333333,91.333333,10,2,1.333333,231111.333333,175,71,342.666667,43.333333,51.333333,3,3.333333,2,6,122,29.333333,8,30
1987,27,5,16,2,0,1,9,1450000,192,70,R,76,10,1,0,0,0,3,47.666667,114,19.333333,2,13,1225000,192,70,429,49.666667,19.666667,4,0.333333,3,15.333333,114.666667,57,18,39
1987,40,0,0,0,0,0,0,1273904,180,75,R,4,2,0,0,0,0,0,0.333333,0,0,0,0,1344666,180,75,7.333333,3.333333,0.666667,0,0,0,0.333333,45,0,15,36
1987,157,119,218,36,13,7,54,765000,185,71,L,589,35,82,26,2,4,13,105.333333,208.666667,32.666667,8.333333,9,581666.666667,185,71,617.666667,34.333333,59.666667,13.666667,1.666667,2.333333,16.666667,157,53,5,27
1987,24,1,5,0,0,0,0,535000,200,76,R,32,11,0,0,5,0,0,1.333333,7,0.333333,0,0,345000,200,76,58.666667,16.666667,1.333333,0,8,0,0.666667,31.333333,1.666667,5,27
1987,116,59,97,8,7,8,29,62500,175,71,B,422,92,39,2,3,3,6,59,97,8,7,8,62500,175,71,422,92,39,2,3,3,6,116,29,1,25
1987,32,7,8,0,0,1,3,63500,175,74,R,49,18,2,0,8,0,0,7,8,0,0,1,63500,175,74,49,18,2,0,8,0,0,32,3,1,23
1987,138,72,140,14,2,20,91,110000,170,70,L,447,93,73,15,3,4,6,52.5,113,15,2,12,85000,170,70,362.5,75.5,59,7.5,2.5,3,8.5,130,64.5,1,26
1987,33,0,1,0,0,0,0,500000,180,73,L,3,2,0,0,0,0,0,0.25,1,0.25,0,0.25,415000,180,73,4.75,2.5,0,0,0.25,0,0,55.25,0.5,4,30
1987,44,0,1,1,0,0,1,500000,180,73,L,4,2,0,0,0,0,0,0.25,1,0.25,0,0.25,415000,180,73,4.75,2.5,0,0,0.25,0,0,55.25,0.5,4,30
1987,105,28,57,11,3,4,25,62500,185,72,R,238,47,18,0,6,2,11,28,57,11,3,4,62500,185,72,238,47,18,0,6,2,11,105,25,0,24
1987,139,59,122,21,2,15,70,340000,190,74,R,447,82,70,5,1,4,11,50.333333,103.333333,19.666667,1,15,240000,190,74,401.666667,70,64,3.666667,1.333333,3.333333,10,134,55.666667,4,27
1987,78,1,1,0,0,0,1,125000,185,73,B,14,5,1,0,1,0,0,2.5,1.5,1,0,0,98500,185,73,18,8,2,0,2,0,0,77,2,2,23
1987,62,19,48,7,1,7,26,125000,186,70,R,196,38,20,3,0,1,5,39.666667,73.666667,14,1.333333,11.333333,103333.333333,186,70,264,49.666667,27,1.333333,0.333333,0.666667,5.333333,79.666667,37.666667,3,25
1987,69,49,82,13,1,15,44,125000,186,70,R,268,50,28,1,0,0,5,39.666667,73.666667,14,1.333333,11.333333,103333.333333,186,70,264,49.666667,27,1.333333,0.333333,0.666667,5.333333,79.666667,37.666667,3,25
1987,12,0,2,0,0,0,0,62500,205,75,L,21,11,1,0,3,0,0,0,2,0,0,0,62500,205,75,21,11,1,0,3,0,0,12,0,0,23
1987,124,69,108,26,6,12,54,110000,180,71,R,350,44,67,2,2,1,7,69,108,26,6,12,110000,180,71,350,44,67,2,2,1,7,124,54,4,27
1987,84,13,48,5,0,3,17,75000,180,69,R,189,30,14,2,1,2,2,26,64,11.5,1,6.5,200000,180,69,258,45,13,2,5,3.5,3.5,103,31,7,31
1987,146,64,164,33,2,18,79,63500,180,73,R,546,112,16,2,1,4,12,64,164,33,2,18,63500,180,73,546,112,16,2,1,4,12,146,79,1,22
1987,34,5,5,1,0,0,2,787500,185,73,R,70,28,0,0,7,1,3,3.333333,7.333333,1,0,0.333333,670833.333333,185,73,64,24,0.333333,0,5.666667,0.333333,1,31,3,6,31
1987,148,42,113,13,5,5,48,1143225,175,71,B,510,92,42,11,5,3,15,49,131,21.333333,3,4.333333,1127747.666667,175,71,522,88.666667,39.333333,18.666667,3.666667,2.666667,10.666667,147.666667,49,11,31
1987,36,1,8,1,0,0,4,800000,195,75,R,65,17,1,0,10,0,0,1,8,1,0,0,800000,195,75,65,17,1,0,10,0,0,36,4,10,32
1987,98,17,47,8,2,2,24,240000,175,71,L,188,37,20,1,4,1,5,25.5,61.5,13.5,2,4.5,222500,175,71,238,41,17.5,1.5,2.5,2,5,117.5,30.5,4,28
1987,158,101,179,38,10,14,67,750000,185,72,R,603,119,84,2,1,5,18,96.333333,178,32.666667,7.333333,17.333333,450000,185,72,590,127.333333,72,2.333333,2,3,13.666667,153.333333,68.333333,4,28
1987,102,34,95,15,1,5,43,110000,185,71,L,342,18,15,1,2,4,13,18,53.666667,7.666667,1.333333,3.333333,81000,185,71,187.333333,8.333333,9.333333,1.666667,1.333333,2,8.666667,59.666667,23.666667,3,27
1987,92,52,106,23,2,14,54,77500,180,70,R,351,44,24,0,0,3,2,32,63,13,2,8.5,68750,180,70,226.5,32.5,17,0,0.5,1.5,2.5,59.5,30.5,1,26
1987,33,0,0,0,0,0,0,536000,205,76,R,1,0,0,0,0,0,0,0,0,0,0,0,536000,205,76,1,0,0,0,0,0,0,33,0,5,28
1987,38,0,0,0,0,0,0,62500,175,75,R,0,0,0,0,0,0,0,0,0,0,0,0,62500,175,75,0,0,0,0,0,0,0,38,0,0,23
1987,120,68,86,13,1,27,68,300000,209,73,L,332,75,80,5,0,4,7,51.666667,65,10.666667,1.666667,20,238333.333333,209,73,264,68,64,4.333333,0,2.333333,4,102,52,7,33
1987,42,9,32,6,0,2,11,80000,154,70,R,103,12,3,0,2,0,1,8.5,25,4,0,1,82500,154,70,101,12.5,5.5,0,2,0,4,45.5,8,9,29
1987,126,50,116,18,2,9,51,75000,180,71,L,357,50,43,5,4,2,6,38.5,85,18,2.5,5.5,67500,180,71,286.5,42,38,4.5,4,1.5,4.5,105,38,1,26
1987,123,55,100,19,1,18,51,600000,210,74,R,375,85,47,3,3,6,5,52,104.333333,20.333333,0.666667,17.666667,481666.666667,210,74,429,81.333333,59.333333,6,4,3.666667,5,135,56.333333,6,33
1987,150,89,163,29,5,35,91,120000,190,74,L,529,98,49,11,3,2,2,77.5,140,28,3.5,23,90000,190,74,468.5,87,41.5,10.5,6,3,2.5,130.5,66,1,23
1987,15,0,0,0,0,0,0,62500,174,72,L,1,1,0,0,0,0,0,0,0,0,0,0,62500,174,72,1,0.5,0,0,0,0,0,20.5,0,3,32
1987,26,0,0,0,0,0,0,62500,174,72,L,1,0,0,0,0,0,0,0,0,0,0,0,62500,174,72,1,0.5,0,0,0,0,0,20.5,0,3,32
1987,41,1,8,1,0,0,6,75000,195,76,R,56,23,1,0,7,1,0,1,6.5,0.5,0,0,67500,195,76,42.5,18,1,0,3.5,0.5,0,28,3,1,27
1987,65,1,2,1,0,0,2,290000,195,76,R,10,5,0,0,0,0,0,2.666667,4,1,0,0.333333,193333.333333,195,76,21.333333,11.333333,0.666667,0,2.333333,0,0,64.333333,2.666667,5,26
1987,30,2,1,0,0,1,2,317000,215,76,R,10,3,0,0,0,0,0,2,2.75,0.5,0,1,294750,215,76,16.25,8.75,0.25,0,1,0,0,22.5,1.25,5,28
1987,25,0,0,0,0,0,0,317000,215,76,R,1,1,0,0,0,0,0,2,2.75,0.5,0,1,294750,215,76,16.25,8.75,0.25,0,1,0,0,22.5,1.25,5,28
1987,16,1,1,0,0,0,0,87500,195,74,R,12,4,1,0,3,0,0,0.5,2,0,0,0,87500,195,74,22,8,1.5,0,3,0,0.5,17,0.5,3,24
1987,18,0,3,0,0,0,1,87500,195,74,R,32,12,2,0,3,0,1,0.5,2,0,0,0,87500,195,74,22,8,1.5,0,3,0,0.5,17,0.5,3,24
1987,31,0,7,0,0,0,3,380000,200,75,B,57,22,1,0,2,0,1,0,5.5,0,0,0,367500,200,75,52,19.5,0.5,0,4,0,0.5,30,1.5,6,29
1987,30,1,9,2,0,0,7,648000,205,77,R,54,27,2,0,5,0,0,3.333333,11,2.333333,0,0.333333,674333.333333,205,77,63.666667,22.333333,2.333333,0,8.333333,0,0.333333,31,6,11,35
1987,39,2,3,0,0,0,3,300000,185,77,R,50,16,2,0,4,0,1,5,8.5,1,0,1,262500,185,77,55.5,20,2.5,0,4.5,0,0.5,38,6,9,31
1987,131,70,141,29,4,19,63,975000,200,74,R,503,68,21,6,0,5,17,55.666667,119.333333,20,3.333333,14,925000,200,74,450.333333,79,20.666667,4,0.666667,3,13.333333,117.666667,55.666667,10,32
1987,118,69,129,28,4,20,85,415000,185,72,R,442,78,34,4,0,7,9,46,93,22,2.666667,14.333333,335000,185,72,353.333333,65,24.333333,4,0.666667,4,8,124,63,6,27
1987,18,1,2,0,0,0,0,280000,205,74,L,9,4,1,0,3,0,0,1,2,0,0,0,280000,205,74,9,4,1,0,3,0,0,18,0,5,29
1987,84,31,49,8,0,11,31,90000,205,76,R,246,44,17,3,0,2,7,27.5,54.5,11,1,8,82500,205,76,257,56.5,16,2,1.5,2.5,7,86.5,28,2,26
1987,101,38,54,14,0,4,19,490000,173,71,L,214,33,24,3,1,0,2,63.333333,93,18.333333,4.333333,7.333333,380000,173,71,363.666667,40,40.333333,2.666667,1.333333,1.333333,2.666667,130.333333,33,7,32
1987,15,0,0,0,0,0,0,750000,180,74,B,2,1,0,0,1,0,0,1,0.666667,0.333333,0,0,793333.333333,180,74,5,3.333333,1,0,0.333333,0,0,43.666667,0.333333,12,36
1987,20,1,1,0,0,0,1,100000,220,76,R,6,3,0,0,0,0,0,0.333333,0.666667,0,0,0,313333.333333,220,76,9,3.666667,0.666667,0,0.333333,0,0,23.666667,1,7,31
1987,111,39,79,13,0,11,39,275000,175,73,R,317,51,42,5,1,1,3,25.333333,58.666667,10.666667,0,7,258333.333333,175,73,230,39,24.666667,2.666667,2.666667,1.333333,4.666667,104,28.666667,16,37
1987,83,5,24,5,0,1,14,175000,180,73,L,90,20,9,0,0,2,3,4.666667,15,2.666667,0,1.666667,131666.666667,180,73,68.333333,11.666667,5,0,0.333333,0.666667,2,50.333333,8.666667,9,33
1987,132,62,110,26,5,10,44,140000,165,71,R,420,91,40,3,6,0,8,67.5,129.5,26.5,4,8.5,100000,165,71,484.5,101.5,41,1.5,12,0.5,9.5,140.5,45.5,1,25
1987,95,44,90,16,5,5,30,195000,155,70,B,309,35,24,9,5,1,1,45,95.5,15.5,3,4,164000,155,70,381,55.5,42.5,14,4,0.5,1.5,126,36.5,3,28
1987,69,9,23,3,0,3,11,450000,180,72,R,91,13,5,0,0,1,3,17.666667,44,7,0,4,425000,180,72,168.333333,28,17.666667,0.333333,1,1.666667,3.666667,87,21,11,36
1987,131,93,120,23,1,35,106,1300000,175,74,R,419,139,136,13,0,3,5,66,99.666667,20.333333,2,22,1385000,175,74,364.333333,96,88,10.333333,0,3,6.333333,107.333333,72,12,32
1987,151,121,180,14,10,3,43,160000,170,72,B,623,126,70,0,5,1,7,107.333333,163,15.666667,9.333333,1.333333,123333.333333,170,72,619.666667,113,60,0.333333,4.333333,2.333333,4.666667,152,37.333333,2,26
1987,10,0,0,0,0,0,0,115000,178,72,L,15,8,0,0,2,0,1,1,2,1,0,0,114387.5,178,72,22,9.5,1.5,0,5,0,0.5,18,3,9,27
1987,32,3,8,0,1,0,1,600000,235,76,R,69,25,0,0,4,0,0,2.666667,8.333333,1,0.333333,0,370000,235,76,71,27,2,0,9.333333,0.333333,0.666667,33,3,4,28
1987,60,1,2,0,0,0,1,275000,235,77,R,12,2,2,0,1,0,0,1,2,0,0,0,285000,235,77,11,2.5,1.5,0,0.5,0,0,54.5,0.5,4,29
1987,53,0,0,0,0,0,0,325000,171,72,L,0,0,0,0,0,0,0,0,1,0,0,0,258333.333333,171,72,3.333333,1,0.333333,0,0,0,0,47.333333,0,5,28
1987,24,5,14,2,0,1,11,100000,187,71,L,60,8,7,1,0,1,2,13,28.8,6.2,0,2.2,607000,187,71,118.6,13,13.2,3,0.2,1.2,2.4,40.2,12.2,14,36
1987,89,32,65,9,5,3,26,70000,150,70,L,228,32,14,0,1,3,5,31,59,12,3.5,2.5,65000,150,70,221,30.5,18.5,1,1,2.5,3,87,27.5,2,27
1987,34,9,17,6,0,2,8,750000,200,76,R,57,17,3,0,11,0,1,6.333333,13.666667,4,0.666667,1.666667,620189.333333,200,76,59.333333,17,1,0,8,0.333333,0.666667,34,8,13,37
1987,141,73,134,29,0,2,83,925000,175,72,B,510,62,68,3,4,12,12,72.666667,151.666667,32.333333,2.333333,4,745000,175,72,555,64,73.666667,6,5,9.666667,8.666667,150.666667,84.666667,8,31
1987,68,2,5,1,0,0,0,410000,195,74,L,29,9,1,0,0,0,0,1,2.333333,0.333333,0,0,265000,195,74,21,5.666667,3,0,1.333333,0,0,53,0,3,28
1987,33,4,13,2,1,0,7,62500,160,70,L,59,6,4,1,0,0,2,4,13,2,1,0,62500,160,70,59,6,4,1,0,0,2,33,7,0,24
1987,74,19,45,7,2,2,19,95000,180,73,R,179,18,10,4,5,1,2,9,21.666667,3,0.666667,1.333333,71666.666667,180,73,82.333333,8.333333,4.333333,1.666667,2,0.333333,1.666667,36.666667,11,4,30
1987,30,5,10,1,0,0,6,62500,175,71,R,50,14,7,2,0,0,1,14.5,28.5,4.75,0.75,1.75,142604.25,175,71,120.75,25.25,12.25,1.25,0.75,0.75,2.25,65.5,12,7,33
1987,51,8,16,3,0,1,4,62500,175,71,R,67,16,3,0,1,0,0,14.5,28.5,4.75,0.75,1.75,142604.25,175,71,120.75,25.25,12.25,1.25,0.75,0.75,2.25,65.5,12,7,33
1987,19,5,2,1,0,0,0,115000,170,71,R,25,5,3,0,1,0,1,5,6.5,1,0,0,107500,170,71,32,6.5,2.5,0,1.5,0.5,0.5,32.5,1.5,5,31
1987,75,20,43,13,0,8,28,62500,200,73,R,207,56,11,0,2,4,4,20,43,13,0,8,62500,200,73,207,56,11,0,2,4,4,75,28,1,25
1987,28,5,7,2,0,1,3,62500,225,78,R,52,22,4,0,6,0,1,5,7,2,0,1,62500,225,78,52,22,4,0,6,0,1,28,3,0,23
1987,32,5,13,1,0,0,3,100000,180,74,R,68,21,3,0,7,0,1,3,7.5,0.5,0,0,80000,180,74,55.5,20,1.5,0,7,0,1,27.5,2.5,1,25
1987,153,76,177,37,11,11,105,765000,175,73,B,620,90,24,5,1,5,24,85,173.333333,28.333333,12,9.333333,580000,175,73,576.333333,86,31.666667,4.666667,0.666667,4.666667,11.666667,143,78.333333,5,29
1987,101,22,41,6,4,3,23,65000,185,73,L,157,22,11,4,1,0,2,15,32.5,3,2.5,2,62500,185,73,128.5,18.5,9,3,0.5,0.5,2,70,18.5,1,26
1987,116,43,71,9,0,1,24,100000,160,70,B,248,29,54,6,6,4,6,31.5,56,6.5,0.5,0.5,89500,160,70,193,24.5,34.5,5,4,3.5,4.5,96,18.5,4,24
1987,27,8,9,1,0,2,9,62500,190,72,R,48,13,4,2,1,0,0,8,9,1,0,2,62500,190,72,48,13,4,2,1,0,0,27,9,0,25
1987,116,40,82,13,4,5,44,1150500,175,72,R,384,54,36,9,2,2,19,49.666667,121.666667,22,2.666667,8.333333,1150166.666667,175,72,480,63.333333,39.333333,6.333333,3,2.666667,19.666667,135.666667,51.666667,7,30
1987,159,82,167,29,4,12,96,210000,178,69,B,583,74,70,6,3,9,18,64.666667,146.333333,23.666667,4,6,170833.333333,178,69,573.333333,69.333333,47,6.666667,4,6.333333,16,155.666667,74.666667,3,27
1987,45,0,1,0,0,0,0,80000,190,73,L,7,1,0,0,0,0,0,0,0.333333,0,0,0,75000,190,73,5,1.666667,0,0,0,0,0,34.333333,0,2,28
1987,12,0,0,0,0,0,0,80000,190,73,L,0,0,0,0,0,0,0,0,0.333333,0,0,0,75000,190,73,5,1.666667,0,0,0,0,0,34.333333,0,2,28
1987,12,0,0,0,0,0,0,62500,170,70,L,2,2,0,0,0,0,0,0,0,0,0,0,62500,170,70,2,2,0,0,0,0,0,12,0,0,25
1987,158,104,182,40,4,0,75,1940000,150,71,B,600,36,89,3,12,4,9,80.333333,158,27,3.666667,2,1773333.333333,150,71,550.333333,30,77.666667,9,10.666667,3,10.333333,156.333333,61,9,33
1987,17,1,7,0,0,0,5,1050000,185,72,L,35,6,2,0,3,0,1,5.333333,10.333333,1.333333,0.666667,0,835833.333333,185,72,67,17.666667,2.666667,0,7.666667,0.333333,0.666667,28,4.333333,8,33
1987,33,1,4,0,0,0,3,62500,180,73,R,17,5,0,0,3,0,0,1.5,4,0,0.5,0,96250,180,73,32,12.5,0.5,0,1.5,0.5,0,28.5,2,5,27
1987,75,0,1,0,0,0,0,170000,215,77,R,10,6,0,0,1,0,1,0,1,0,0.5,0,135000,215,77,8.5,5.5,0,0,0.5,0,0.5,74.5,0,2,28
1987,127,63,79,10,3,14,46,62500,185,71,R,303,66,36,0,9,1,2,63,79,10,3,14,62500,185,71,303,66,36,0,9,1,2,127,46,1,27
1987,132,63,123,16,6,1,38,62500,140,70,B,454,50,61,0,7,2,6,63,123,16,6,1,62500,140,70,454,50,61,0,7,2,6,132,38,1,21
1987,136,45,86,20,0,13,50,135000,190,74,R,363,66,28,3,4,4,7,49.5,99,19.5,1,15.5,110000,190,74,412,82,31.5,2,6.5,3.5,8.5,144.5,52,2,26
1987,159,89,155,25,3,28,84,1525000,200,73,R,590,141,58,7,1,2,13,96.666667,160.333333,31.333333,4.666667,31.666667,858333.333333,200,73,572.666667,143.333333,64.333333,5.666667,0.333333,3.333333,12,157.333333,92,6,28
1987,156,111,188,32,4,47,134,1175000,190,73,R,610,75,39,9,0,9,17,99.666667,184.333333,32.666667,5.333333,35.333333,745000,190,73,619.333333,75.666667,41,6,0,7.666667,13.333333,157.333333,112.333333,6,28
1987,146,90,186,29,8,5,67,400000,165,74,B,578,48,51,3,4,4,14,84,187.333333,31,9,5.666667,267500,165,74,609.666667,47,40.333333,1.666667,5.333333,3.333333,11.333333,156.666667,61,4,25
1987,82,30,47,7,1,14,32,78500,230,75,R,175,48,20,2,0,1,6,30,47,7,1,14,78500,230,75,175,48,20,2,0,1,6,82,32,2,24
1987,138,50,80,14,3,12,36,96000,180,72,R,341,70,17,2,1,2,11,35,54,9,2,8.5,92000,180,72,242,48.5,11,1,1.5,2,7.5,112.5,25.5,3,25
1987,72,0,0,0,0,0,0,331000,215,77,R,0,0,0,0,0,0,0,0,0,0,0,0,261000,215,77,0,0,0,0,0,0,0,67.5,0,5,30
1987,122,35,65,11,0,4,30,380000,170,71,R,310,52,21,0,6,3,8,32.666667,80,17.333333,0.666667,4.666667,314444.666667,170,71,308.333333,41.666667,20.666667,1,3,2,7,130,37,9,33
1987,98,26,55,13,1,3,25,259110,180,73,L,195,25,25,2,0,1,3,30.5,65.5,13.5,1,4,210805,180,73,220.5,24.5,19,2.5,0,4,4.5,104,32,6,30
1987,37,29,38,6,2,2,10,62500,165,70,B,158,22,16,2,2,0,3,29,38,6,2,2,62500,165,70,158,22,16,2,2,0,3,37,10,0,23
1987,107,58,73,16,0,20,43,62500,200,75,L,295,104,60,4,0,0,3,58,73,16,0,20,62500,200,75,295,104,60,4,0,0,3,107,43,1,24
1987,51,15,23,10,1,1,7,256000,180,71,R,107,12,13,0,4,0,2,24.666667,55,11.666667,2.666667,1.333333,341166.666667,180,71,230.333333,34.333333,20.333333,0.333333,5.333333,1.333333,6.666667,78.666667,25.666667,14,34
1987,155,106,167,27,4,26,96,807500,200,75,L,592,124,70,4,3,3,11,95.666667,155.666667,27,5.333333,21.666667,709166.666667,200,75,588.333333,112.333333,70,3.666667,2,5,10,153,84,7,28
1987,124,37,103,28,1,11,44,475000,162,71,L,332,55,34,1,3,3,10,47.333333,100.333333,25.333333,0.666667,10.666667,351983.666667,162,71,348.666667,56.333333,44,1.333333,1.666667,3.333333,10.666667,123.333333,48.666667,10,31
1987,34,0,0,0,0,0,0,1000000,185,72,R,0,0,0,0,0,0,0,0.5,0,0,0,0,1000000,185,72,0,0,0,0,0,0,0,36,0,8,30
1987,150,68,125,22,4,15,58,940000,185,72,L,512,78,58,4,3,1,7,77.333333,135.666667,27,5,13,870000,185,72,528.666667,78.666667,61.333333,5,2.666667,2.666667,6,151,61,9,30
1987,135,57,120,24,1,19,75,750000,200,74,L,446,50,44,4,0,3,17,53.333333,109,21.333333,1.666667,18,481666.666667,200,74,417.666667,49.333333,42,5.333333,1,2.666667,11.666667,135,65,11,35
1988,21,0,2,0,0,0,0,435000,210,74,R,5,1,1,0,0,0,0,0.666667,2.666667,0.333333,0,0,384166.666667,210,74,15.666667,10,0.666667,0,0,0,0,36.666667,0.333333,5,30
1988,64,0,1,1,0,0,0,81000,195,75,L,3,0,0,0,1,0,0,0.333333,0.333333,0.333333,0,0,73666.666667,195,75,4.333333,1.666667,1,0,1,0,0,59,0,2,28
1988,90,11,57,7,0,0,19,665000,175,73,R,236,26,19,1,5,2,2,9.5,37.25,6,0.25,0.25,597500,175,73,174.75,15.75,18.25,0.75,3.75,1.25,5.25,65.25,14.25,10,33
1988,18,7,16,3,1,2,7,67000,170,72,R,67,11,2,0,3,1,1,9,28,4.5,2,2,64750,170,72,116,22.5,10,0.5,2,0.5,2.5,34.5,11,1,23
1988,66,13,42,4,2,2,10,70000,195,74,L,198,20,10,3,2,0,6,13,42,4,2,2,70000,195,74,198,20,10,3,2,0,6,66,10,3,29
1988,7,0,0,0,0,0,0,78000,210,76,L,0,0,0,0,0,0,0,0,0,0,0,0,78000,210,76,0,0,0,0,0,0,0,7,0,3,28
1988,19,2,5,3,0,0,4,65000,175,74,R,22,6,0,0,1,0,0,2,5,3,0,0,65000,175,74,22,6,0,0,1,0,0,19,4,1,23
1988,5,0,0,0,0,0,0,62500,200,76,R,0,0,0,0,0,0,0,0,0,0,0,0,62500,200,76,0,0,0,0,0,0,0,5,0,0,25
1988,146,85,146,28,8,19,60,65000,172,72,R,563,118,46,4,2,4,7,85,146,28,8,19,65000,172,72,563,118,46,4,2,4,7,146,60,1,23
1988,21,3,7,1,0,1,4,691507,165,73,R,60,10,3,0,1,0,4,43.333333,98.333333,16,1.333333,5,740502.333333,165,73,361.333333,27.666667,10.333333,0.666667,2.666667,2,10.333333,96.333333,38.333333,10,31
1988,42,6,11,1,0,0,5,65000,175,72,L,60,15,3,0,8,0,0,3,6.5,0.5,0,0,63750,175,72,38,9.5,2,0,4,0,0,25.5,3,1,22
1988,69,21,48,5,0,2,19,500000,190,71,L,193,26,17,2,0,2,5,38.4,71.2,13,1,7.4,855000,190,71,255.6,32,24.2,3.6,0.4,3.6,5.2,80.4,36.4,15,38
1988,25,5,14,1,0,2,4,500000,190,71,L,50,5,2,1,0,0,0,38.4,71.2,13,1,7.4,855000,190,71,255.6,32,24.2,3.6,0.4,3.6,5.2,80.4,36.4,15,38
1988,85,27,57,7,1,1,15,250000,155,71,B,231,35,21,1,2,1,4,40.5,70,13.5,2.5,2,200000,155,71,261.5,35.5,29.5,2,3,1,4.5,88.5,19.5,7,30
1988,132,46,99,17,5,3,30,360000,170,73,L,386,59,58,5,2,2,12,63,126.5,27,5.5,6.5,240000,170,73,440,61,64,3.5,3.5,2.5,10,133,45.5,5,26
1988,39,3,9,1,0,0,5,737500,195,73,R,72,20,0,0,11,0,1,6,12.5,2.25,0,0,631875,195,73,77.5,17.75,2.25,0,9.5,0.25,1.5,39.5,6.25,9,35
1988,156,77,134,35,4,24,77,2000000,210,76,R,592,125,74,16,0,3,24,99.75,162.25,30.75,3.5,33.5,1843750,210,76,597,135.75,88.5,16.25,0,3.5,14.75,159.25,94,12,32
