@relation 'newest_weka_batters_no_null-weka.filters.unsupervised.attribute.Remove-R1,23-weka.filters.unsupervised.attribute.NumericToNominal-R19'

@attribute lgID {NL,AL}
@attribute yearID numeric
@attribute AB numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute HR numeric
@attribute RBI numeric
@attribute SB numeric
@attribute CS numeric
@attribute BB numeric
@attribute SO numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute G numeric
@attribute GP {0,1}
@attribute height numeric
@attribute weight numeric
@attribute age numeric
@attribute num_years_in_league numeric
@attribute previous_appearances numeric

@data
AL,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,74,195,26,1,0
NL,2007,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,7,0,76,220,24,0,0
AL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,76,220,27,3,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,76,220,29,5,0
AL,2002,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,76,200,25,0,0
NL,1986,20,1,5,2,0,0,2,0,0,2,7,0,0,0,0,13,0,73,195,26,0,0
AL,1988,23,0,3,0,0,0,0,0,0,1,8,0,1,0,0,13,0,73,195,28,2,0
AL,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,72,180,23,0,0
AL,1972,21,1,3,2,0,0,0,0,0,4,11,0,1,0,0,61,0,72,180,24,1,0
NL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76,180,28,0,0
NL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,76,180,29,1,0
NL,1995,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,71,175,24,0,0
NL,1996,116,10,33,5,3,0,9,3,0,9,16,3,1,2,4,44,0,71,175,25,1,0
NL,1997,119,11,32,3,0,2,6,1,2,4,9,0,7,0,4,61,0,71,175,26,2,0
NL,1998,169,27,53,7,2,3,20,4,2,25,32,0,3,1,3,104,0,71,175,27,3,0
NL,1999,209,28,58,15,3,1,11,9,4,29,24,0,3,0,4,111,0,71,175,28,4,0
NL,2000,153,15,36,6,2,0,10,4,2,13,19,0,1,2,4,99,0,71,175,29,5,0
NL,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,175,30,6,0
NL,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,76,200,24,0,0
NL,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,245,24,0,0
NL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,74,245,26,2,0
AL,1955,9,1,3,0,0,0,0,0,0,2,0,0,0,0,1,7,0,72,180,24,3,0
AL,1990,123,14,30,7,0,2,15,0,0,11,15,2,1,0,12,40,0,73,170,24,0,0
AL,1991,212,15,59,7,0,2,22,1,1,12,19,2,3,1,7,86,0,73,170,25,1,0
AL,1992,189,21,44,9,0,1,17,1,0,20,23,3,2,0,4,115,0,73,170,26,2,0
AL,1993,450,54,123,27,0,10,60,2,1,58,53,4,3,8,18,146,0,73,170,27,3,0
NL,1994,336,46,81,17,1,10,43,0,0,33,43,6,1,3,6,92,0,73,170,28,4,0
NL,1995,73,9,24,3,1,2,11,1,3,12,9,1,4,2,2,33,0,73,170,29,5,0
NL,1996,416,69,119,30,1,11,58,4,4,60,54,4,0,1,8,115,0,73,170,30,6,0
NL,1997,459,75,141,22,3,21,68,1,0,57,66,12,0,6,9,125,0,73,170,31,7,0
AL,1998,522,79,159,36,1,19,84,3,1,49,80,4,0,9,12,143,0,73,170,32,8,0
AL,1999,345,43,101,22,3,9,39,1,2,32,43,4,1,3,9,90,0,73,170,33,9,0
AL,2000,351,52,118,29,1,11,57,0,1,34,51,1,0,4,12,93,0,73,170,34,10,0
AL,2001,292,48,88,18,1,10,46,1,1,49,61,5,0,2,4,82,0,73,170,35,11,0
AL,2002,95,10,25,4,0,2,16,0,0,11,22,0,0,1,0,26,0,73,170,36,12,0
AL,2003,224,26,59,10,1,5,25,1,0,26,47,2,0,1,8,67,0,73,170,37,13,0
AL,2004,59,8,20,3,0,1,7,0,1,5,13,1,0,0,3,18,0,73,170,38,14,0
AL,1962,34,3,8,1,0,1,2,0,0,1,15,0,1,0,0,37,0,72,190,25,0,0
AL,1963,55,5,12,0,1,0,4,0,0,1,24,0,4,0,2,38,0,72,190,26,1,0
AL,1964,71,4,11,1,0,1,6,0,0,3,39,0,3,0,1,40,0,72,190,27,2,0
AL,1965,47,5,9,2,0,1,2,0,0,2,23,0,4,0,1,41,0,72,190,28,3,0
AL,1966,18,0,2,0,0,0,0,0,0,1,11,0,0,0,0,21,0,72,190,29,4,0
AL,1967,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,36,0,72,190,30,5,0
AL,1968,9,0,1,0,0,0,0,0,0,1,6,0,0,0,0,52,0,72,190,31,6,0
AL,1969,27,1,4,0,0,0,5,0,0,2,13,0,3,0,0,66,0,72,190,32,7,0
AL,1970,43,2,5,0,0,0,2,0,0,0,18,0,6,1,1,47,0,72,190,33,8,0
AL,1971,47,5,4,0,0,1,3,0,0,2,32,0,1,0,0,26,0,72,190,34,9,0
AL,1972,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,72,190,35,10,0
NL,1973,10,0,0,0,0,0,0,0,0,1,6,0,0,0,0,65,0,72,190,36,11,0
AL,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,72,190,38,13,0
NL,1998,42,6,11,4,0,2,3,0,0,3,15,0,0,1,1,16,0,77,257,23,0,0
NL,1999,105,14,27,9,0,5,10,0,0,5,33,1,0,2,1,35,0,77,257,24,1,0
NL,2000,162,22,45,8,0,10,22,0,1,9,46,0,0,1,5,76,0,77,257,25,2,0
NL,2001,50,0,7,2,0,0,5,0,0,2,17,1,0,1,4,46,0,77,257,26,3,0
AL,2003,7,0,1,0,0,0,0,0,0,1,3,0,0,0,0,5,0,77,257,28,5,0
AL,2012,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,70,205,22,0,0
NL,2013,588,74,173,20,10,12,49,44,13,25,84,1,2,2,17,146,1,70,205,23,1,0
NL,2014,513,61,126,14,6,5,31,20,9,28,70,5,10,2,13,146,0,70,205,24,2,1
NL,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,71,180,28,3,0
NL,1979,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,72,165,24,0,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,73,195,25,0,0
AL,1980,52,4,11,3,1,1,3,1,0,4,15,1,1,0,0,21,0,71,185,20,0,0
AL,1986,96,16,31,4,1,2,11,0,0,19,14,0,0,0,0,28,0,71,180,24,0,0
AL,1987,641,105,207,33,8,15,83,12,7,80,85,0,1,1,18,161,1,71,180,25,1,0
AL,1988,559,90,170,32,5,5,60,10,8,72,64,4,3,3,15,149,0,71,180,26,2,1
AL,1989,597,78,168,17,2,4,48,17,8,102,76,7,4,7,16,160,0,71,180,27,3,1
AL,1990,622,91,171,31,5,6,38,7,5,67,66,2,4,2,11,158,0,71,180,28,4,1
AL,1991,234,28,62,11,3,1,25,4,1,29,21,3,1,1,4,85,0,71,180,29,5,1
AL,1992,540,74,146,35,1,5,71,13,11,57,44,4,7,9,16,148,0,71,180,30,6,1
AL,1993,255,24,65,10,2,4,27,4,7,27,33,1,2,4,7,73,0,71,180,31,7,1
AL,1994,309,44,97,24,2,5,49,2,1,30,38,1,4,3,7,80,0,71,180,32,8,1
AL,1995,492,56,153,33,3,5,69,2,0,64,57,2,5,3,13,132,1,71,180,33,9,1
AL,1996,490,74,155,25,3,12,62,6,1,73,68,6,5,5,11,132,0,71,180,34,10,2
AL,1997,198,27,53,14,0,2,24,0,0,18,25,0,2,2,6,64,0,71,180,35,11,2
AL,1996,95,12,26,4,0,3,6,1,1,9,11,1,1,0,3,40,0,69,190,26,0,0
AL,2000,46,8,11,1,0,0,4,0,0,1,9,0,0,0,1,30,0,69,190,30,4,0
NL,2001,92,7,21,7,1,2,12,0,0,5,13,1,1,1,1,36,0,69,190,31,5,0
AL,2002,159,15,34,7,2,6,21,0,1,15,27,2,0,2,4,65,0,69,190,32,6,0
AL,2003,39,3,4,1,0,0,5,0,0,3,11,0,1,1,0,27,0,69,190,33,7,0
AL,1997,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,77,205,27,4,0
AL,1998,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,1,77,205,28,5,0
AL,1999,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,33,0,77,205,29,6,1
AL,2000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,1,77,205,30,7,1
AL,2001,6,2,1,0,0,0,1,0,0,0,0,0,2,0,0,34,0,77,205,31,8,2
AL,2002,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26,0,77,205,32,9,2
AL,2003,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,0,77,205,33,10,2
AL,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,77,205,34,11,2
AL,2005,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,77,205,35,12,2
NL,2006,26,2,5,1,0,0,0,0,0,1,7,0,6,0,1,28,0,77,205,36,13,2
NL,2007,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,34,0,77,205,37,14,2
NL,2005,45,7,9,2,0,1,4,0,0,3,9,0,1,0,2,21,0,77,215,27,0,0
NL,2011,123,20,25,9,0,1,13,1,0,12,21,0,1,1,1,36,0,70,160,25,0,0
NL,2012,44,6,9,3,1,1,2,0,0,5,14,1,1,0,0,19,0,70,160,26,1,0
NL,2013,69,6,13,1,0,1,2,0,0,5,20,0,1,0,3,27,0,70,160,27,2,0
AL,2014,16,1,3,0,0,0,0,0,1,3,4,0,2,0,0,17,0,70,160,28,3,0
AL,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,71,175,26,0,0
AL,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,71,175,27,1,0
NL,1975,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,71,175,29,3,0
NL,1965,9,1,2,0,0,0,0,0,0,0,4,0,0,0,1,7,0,71,160,22,0,0
NL,1966,14,1,1,0,1,0,1,0,0,2,7,0,1,1,0,31,0,71,160,23,1,0
NL,1967,22,2,2,0,0,0,0,0,0,0,10,0,1,0,0,43,0,71,160,24,2,0
NL,1968,58,4,12,2,0,0,1,1,0,0,20,0,4,0,1,39,0,71,160,25,3,0
NL,1969,7,0,2,0,0,0,1,0,0,0,2,0,1,0,0,4,0,71,160,26,4,0
NL,1970,20,1,3,1,0,0,2,0,0,1,8,0,1,0,1,73,0,71,160,27,5,0
NL,1971,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,71,160,28,6,0
NL,1972,20,1,4,1,0,0,2,0,0,1,8,0,1,0,1,47,0,71,160,29,7,0
NL,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,71,160,30,8,0
NL,1965,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,72,155,24,0,0
NL,1966,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,72,155,25,1,0
NL,1967,7,1,1,0,0,0,0,0,0,0,3,0,1,0,0,45,0,72,155,26,2,0
NL,1969,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,72,155,28,4,0
NL,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,72,155,29,5,0
NL,1977,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,72,185,24,0,0
NL,1978,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,9,0,72,185,25,1,0
AL,2013,69,7,18,4,0,2,7,2,2,1,22,0,0,1,1,21,0,73,195,23,0,0
AL,2014,231,30,54,10,2,6,28,3,0,21,70,0,2,0,6,64,0,73,195,24,1,0
NL,1955,15,1,2,0,0,1,1,0,0,0,3,0,0,0,0,6,0,71,187,35,12,0
NL,1956,161,16,32,3,1,7,23,3,0,31,38,7,2,0,8,60,0,71,187,36,13,0
NL,1957,11,0,1,0,0,0,0,0,0,1,3,0,0,0,1,8,0,71,187,37,14,0
NL,1992,34,3,4,0,0,0,0,0,0,1,9,0,2,0,0,19,0,74,205,25,0,0
NL,1993,10,1,2,0,0,0,0,0,0,0,1,0,1,0,0,18,0,74,205,26,1,0
NL,1994,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,74,205,27,2,0
NL,1958,74,1,7,1,0,0,4,0,0,1,20,0,2,0,0,36,0,71,180,27,0,0
NL,1959,34,1,6,0,0,0,2,0,0,0,16,0,2,0,0,30,0,71,180,28,1,0
AL,1960,4,0,0,0,0,0,0,0,0,1,3,0,1,0,0,17,0,71,180,29,2,0
AL,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71,180,30,3,0
NL,1977,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,75,187,22,0,0
NL,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,75,187,23,1,0
NL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,215,25,0,0
NL,2003,51,3,5,1,0,0,0,0,0,3,19,0,4,0,0,35,0,73,215,26,1,0
NL,2004,32,2,5,1,0,0,1,1,0,2,9,0,3,0,1,26,0,73,215,27,2,0
NL,2005,29,2,3,1,0,0,4,0,0,3,11,0,2,0,0,14,0,73,215,28,3,0
NL,2006,18,0,2,0,0,0,0,0,0,1,6,0,1,0,1,19,0,73,215,29,4,0
AL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,73,215,30,5,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,73,200,27,0,0
AL,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,73,190,23,1,0
AL,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,73,190,24,2,0
NL,1999,12,1,1,0,0,0,0,0,0,3,7,0,1,0,0,42,0,73,190,25,3,0
NL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,73,190,26,4,0
NL,2003,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11,0,73,190,29,7,0
NL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,73,190,33,11,0
AL,1981,94,11,24,2,0,4,9,2,3,3,11,0,1,0,0,30,0,68,170,23,0,0
AL,1982,169,15,38,3,0,3,8,0,5,4,13,0,3,1,4,65,0,68,170,24,1,0
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,200,27,0,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,70,170,28,0,0
NL,2001,9,0,1,0,0,0,0,0,0,0,4,0,2,0,0,20,0,74,180,23,0,0
AL,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,73,180,22,1,0
NL,1991,37,0,6,3,0,0,6,0,0,4,8,0,1,0,0,16,0,74,195,24,0,0
NL,1992,205,12,49,9,0,0,15,0,0,11,25,2,6,0,7,77,0,74,195,25,1,0
NL,1993,258,24,63,11,0,11,32,0,0,22,45,2,3,3,6,85,0,74,195,26,2,0
NL,1994,251,27,49,15,1,9,41,0,0,10,44,0,7,3,6,78,0,74,195,27,3,0
NL,1995,89,7,20,10,0,1,12,0,1,9,15,2,1,1,4,28,0,74,195,28,4,0
NL,1996,445,42,118,20,0,11,63,0,2,30,75,1,3,7,18,129,0,74,195,29,5,0
NL,1997,385,36,100,21,0,6,45,0,1,24,56,7,7,3,7,122,0,74,195,30,6,0
NL,1998,325,35,72,15,1,7,36,1,0,26,51,6,3,1,12,113,0,74,195,31,7,0
NL,1999,198,21,54,10,0,5,21,0,0,13,31,2,3,0,7,69,0,74,195,32,8,0
NL,2000,101,6,22,4,0,1,13,0,1,7,16,2,0,1,1,33,0,74,195,33,9,0
NL,2001,16,1,6,0,0,0,0,0,0,2,3,0,0,0,0,11,0,74,195,34,10,0
NL,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,78,230,21,0,0
NL,1992,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,78,230,25,4,0
NL,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,78,230,26,5,0
NL,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,78,230,27,6,0
NL,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,78,230,28,7,0
NL,1996,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,34,0,78,230,29,8,0
NL,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,78,230,30,9,0
AL,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,78,230,31,10,0
AL,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,78,230,32,11,0
AL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,78,230,33,12,0
NL,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,78,230,36,15,0
NL,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,78,230,37,16,0
AL,1965,16,1,1,1,0,0,0,0,0,1,5,0,1,0,1,12,0,74,205,23,0,0
AL,1969,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,12,0,75,220,25,0,0
NL,1971,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,59,0,75,220,27,2,0
NL,1972,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,75,220,28,3,0
NL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,71,220,27,0,0
AL,1970,240,22,60,11,1,1,22,0,0,16,33,2,3,0,5,77,0,72,174,25,0,0
AL,1971,30,4,9,0,2,0,1,0,0,3,5,0,0,0,0,16,0,72,174,26,1,0
NL,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76,220,22,0,0
AL,1997,11,1,3,0,0,0,0,0,0,0,2,0,0,0,2,5,0,78,205,23,0,0
AL,1998,174,28,54,14,1,11,35,1,1,6,42,0,0,0,3,49,0,78,205,24,1,0
AL,1999,479,72,122,17,7,31,116,3,3,34,117,0,0,8,19,134,0,78,205,25,2,0
AL,2000,324,45,83,16,1,16,44,1,0,25,96,0,0,3,8,91,0,78,205,26,3,0
NL,2001,598,94,162,24,3,45,125,2,4,60,178,5,0,3,20,158,0,78,205,27,4,0
NL,2002,570,86,159,37,2,29,102,0,0,70,136,7,0,4,17,157,1,78,205,28,5,0
NL,2003,606,97,165,28,2,45,124,2,3,98,151,7,0,5,18,162,1,78,205,29,6,1
NL,2004,90,20,21,4,0,9,23,0,0,14,21,0,0,0,2,23,0,78,205,30,7,2
AL,2005,558,99,147,36,1,39,121,1,1,89,167,4,0,3,14,156,0,78,205,31,8,2
AL,2006,591,75,156,40,0,34,107,1,1,64,154,5,0,4,17,158,0,78,205,32,9,2
AL,2007,434,58,89,21,0,21,63,1,0,51,100,1,0,1,12,121,0,78,205,33,10,2
AL,2008,252,27,55,8,0,11,30,1,0,37,76,0,0,3,8,74,0,78,205,34,11,2
NL,1999,59,9,14,0,1,1,7,4,2,11,10,1,0,0,2,35,0,71,180,28,0,0
NL,2000,100,9,21,4,0,0,10,4,2,13,12,1,2,1,5,35,0,71,180,29,1,0
AL,1977,37,5,8,1,1,1,3,1,1,2,6,0,1,0,1,14,0,70,175,26,0,0
NL,1978,141,17,29,3,2,2,6,16,2,13,28,1,1,0,0,88,0,70,175,27,1,0
NL,1979,43,8,9,0,0,0,1,1,3,7,7,0,0,0,0,52,0,70,175,28,2,0
AL,1981,3,3,0,0,0,0,0,2,0,0,2,0,0,0,0,7,0,70,175,30,4,0
AL,1982,139,19,34,4,0,2,14,16,0,9,24,0,2,3,0,69,0,70,175,31,5,0
NL,1983,9,1,1,1,0,0,0,0,0,1,4,1,0,0,0,6,0,70,175,32,6,0
AL,1963,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,72,185,26,0,0
AL,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,72,185,27,1,0
NL,2005,15,1,3,0,0,0,4,0,0,1,5,0,1,1,1,6,0,73,190,27,0,0
NL,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,73,195,29,0,0
NL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,73,195,30,1,0
NL,1965,96,13,25,4,3,2,10,1,0,10,29,0,0,0,0,64,0,73,168,24,0,0
NL,1966,234,41,54,5,0,21,47,0,2,32,45,1,3,2,5,96,0,73,168,25,1,0
NL,1967,147,6,29,3,1,3,13,0,1,15,34,5,0,1,1,76,0,73,168,26,2,0
NL,1968,345,30,82,14,4,12,48,1,0,21,58,6,4,4,6,116,0,73,168,27,3,0
NL,1969,303,42,91,9,3,14,47,1,2,36,32,2,2,5,5,100,0,73,168,28,4,0
NL,1970,403,48,118,19,2,11,49,1,1,49,33,13,0,3,11,122,0,73,168,29,5,0
NL,1971,135,13,25,6,2,5,18,1,1,21,18,2,0,0,6,68,0,73,168,30,6,0
NL,1972,16,1,2,0,0,0,1,0,0,3,3,0,0,0,0,15,0,73,168,31,7,0
NL,1973,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,74,190,26,0,0
NL,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,74,190,27,1,0
AL,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,220,24,0,0
NL,1962,15,3,2,0,0,0,0,0,0,1,3,0,0,0,0,10,0,75,195,23,0,0
NL,1963,26,3,8,0,0,1,2,0,1,0,6,0,1,0,1,32,0,75,195,24,1,0
NL,1964,253,30,66,8,2,9,43,4,0,19,54,1,5,2,7,88,0,75,195,25,2,0
NL,1965,244,32,54,17,3,3,25,2,1,28,46,1,5,1,8,124,0,75,195,26,3,0
NL,1966,459,61,132,20,6,16,64,8,4,37,106,0,3,2,11,137,0,75,195,27,4,0
NL,1967,482,53,118,18,3,12,77,2,4,37,89,6,2,3,12,130,0,75,195,28,5,0
NL,1968,576,62,153,29,2,15,79,1,2,37,114,5,4,6,11,156,0,75,195,29,6,0
NL,1969,551,51,140,15,5,12,55,1,4,49,87,7,2,3,9,150,0,75,195,30,7,0
NL,1970,174,18,37,9,2,0,22,1,1,16,20,4,0,3,3,55,0,75,195,31,8,0
NL,1959,95,5,27,5,0,0,5,0,0,0,12,0,0,0,0,47,0,72,178,26,0,0
NL,1960,23,2,4,0,0,0,1,0,0,3,6,1,0,0,0,18,0,72,178,27,1,0
AL,1955,217,18,56,4,1,1,12,0,0,11,14,1,3,1,6,79,0,73,160,28,1,0
AL,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,160,33,6,0
AL,1955,41,5,6,0,0,0,0,0,0,1,5,0,2,0,0,26,0,66,139,30,6,0
AL,1956,22,2,2,1,0,0,1,0,0,2,4,0,2,0,1,51,0,66,139,31,7,0
AL,1957,56,6,10,3,0,0,6,0,0,8,16,0,1,0,0,33,1,66,139,32,8,0
AL,1958,35,1,8,3,0,0,1,0,0,2,12,0,1,0,0,33,0,66,139,33,9,1
AL,1959,23,4,5,2,0,0,1,0,0,3,6,0,3,0,0,40,0,66,139,34,10,1
AL,1960,10,1,1,0,0,0,0,0,0,1,2,0,2,0,0,43,0,66,139,35,11,1
NL,1961,16,3,7,1,0,0,3,0,0,2,1,0,1,0,0,44,0,66,139,36,12,1
NL,1962,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,66,139,37,13,1
NL,1963,7,0,1,0,0,0,1,0,0,2,1,0,1,0,0,55,0,66,139,38,14,1
NL,1964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,66,139,39,15,1
AL,1973,178,20,43,9,0,7,16,2,0,10,31,0,1,1,5,91,0,74,195,23,0,0
AL,1974,129,12,28,4,0,2,10,4,4,14,29,0,1,1,3,60,0,74,195,24,1,0
NL,1975,160,14,31,7,0,4,20,0,2,26,35,0,5,0,6,91,0,74,195,25,2,0
AL,1973,196,23,54,8,3,4,22,2,3,19,28,2,3,2,2,77,0,70,178,23,0,0
AL,1974,320,45,81,13,2,4,24,0,3,25,37,2,8,3,9,100,0,70,178,24,1,0
AL,1975,35,1,7,0,0,0,4,0,0,2,3,0,1,0,0,18,0,70,178,25,2,0
AL,1976,180,16,44,4,0,0,11,1,3,10,15,0,4,0,3,78,0,70,178,26,3,0
NL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,77,234,25,0,0
NL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,77,234,26,1,0
AL,1987,96,4,20,4,1,0,9,2,1,7,15,0,1,0,2,32,0,75,190,26,0,0
NL,1988,59,8,16,1,0,0,4,0,1,1,12,0,2,1,1,46,0,75,190,27,1,0
NL,1989,28,2,7,3,0,0,5,0,1,4,7,1,1,1,1,27,0,75,190,28,2,0
NL,1990,357,42,106,14,2,3,36,15,6,46,39,6,8,3,5,129,0,75,190,29,3,0
NL,1991,216,24,60,11,2,2,20,1,3,25,24,0,10,0,2,105,0,75,190,30,4,0
NL,1992,317,48,95,21,0,3,36,2,2,47,33,1,5,3,9,128,1,75,190,31,5,0
NL,1993,90,13,23,4,0,2,10,2,0,5,17,0,0,1,2,73,0,75,190,32,6,1
NL,1995,7,1,1,1,0,0,2,0,0,0,2,0,0,0,0,7,0,75,190,34,8,1
AL,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,72,190,31,8,0
AL,1993,47,3,15,2,0,0,7,1,3,0,8,0,3,2,0,17,0,72,185,26,0,0
AL,1998,40,7,10,3,0,1,5,1,2,3,10,0,0,0,0,19,0,72,185,31,5,0
AL,1999,73,10,21,4,0,0,9,1,0,5,17,0,3,0,0,43,0,72,185,32,6,0
AL,1957,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,74,195,24,0,0
AL,1958,8,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,0,74,195,25,1,0
AL,1959,73,7,9,1,0,0,2,0,0,5,19,0,10,0,2,47,0,74,195,26,2,0
AL,1960,58,4,8,1,0,0,2,0,0,6,12,0,7,1,0,36,0,74,195,27,3,0
AL,1961,18,0,0,0,0,0,0,0,0,3,6,0,2,0,1,14,0,74,195,28,4,0
NL,1962,73,2,10,0,0,0,2,1,0,8,27,0,1,0,2,38,1,74,195,29,5,0
NL,1963,41,1,5,0,0,0,3,1,0,4,15,0,7,0,0,48,0,74,195,30,6,1
NL,1964,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,61,0,74,195,31,7,1
NL,1965,79,1,8,0,1,0,6,0,0,1,13,0,4,0,2,42,0,74,195,32,8,1
NL,1966,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,13,0,74,195,33,9,1
NL,1967,25,0,1,0,0,0,0,0,0,1,10,0,1,0,1,23,0,74,195,34,10,1
NL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,73,210,24,0,0
NL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,73,210,25,1,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,73,210,26,2,0
AL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,73,210,27,3,0
