@relation 'newest_weka_batters_no_null-weka.filters.unsupervised.attribute.Remove-R1,23-weka.filters.unsupervised.attribute.NumericToNominal-R19'

@attribute lgID {NL,AL}
@attribute yearID numeric
@attribute AB numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute HR numeric
@attribute RBI numeric
@attribute SB numeric
@attribute CS numeric
@attribute BB numeric
@attribute SO numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute G numeric
@attribute GP {0,1}
@attribute height numeric
@attribute weight numeric
@attribute age numeric
@attribute num_years_in_league numeric
@attribute previous_appearances numeric

@data
AL,1997,289,46,82,13,1,3,25,8,5,38,75,2,1,0,13,78,0,72,160,39,15,3
AL,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,72,160,41,17,3
NL,2001,90,13,27,4,0,3,11,0,0,10,20,1,0,0,3,25,0,72,160,43,19,3
NL,2002,338,51,96,13,1,6,30,5,1,39,75,3,2,3,13,125,0,72,160,44,20,3
NL,2003,197,28,58,12,2,5,31,0,1,25,43,5,0,1,8,103,0,72,160,45,21,3
NL,2004,320,37,99,18,3,6,57,4,2,36,68,4,1,3,10,125,0,72,160,46,22,3
NL,2005,233,30,64,12,1,9,42,4,0,27,57,1,1,3,10,108,0,72,160,47,23,3
NL,2006,165,14,45,10,0,2,26,6,1,13,49,2,0,0,11,95,0,72,160,48,24,3
NL,2007,50,7,10,0,0,1,8,2,1,10,13,0,0,1,1,40,0,72,160,49,25,3
NL,2009,21,4,9,1,0,1,7,0,0,3,7,0,0,0,0,14,0,74,245,22,0,0
NL,2010,55,3,15,3,0,1,7,0,1,4,20,0,0,0,2,36,0,74,245,23,1,0
NL,2011,93,10,24,7,1,3,15,1,0,4,24,1,0,0,1,31,0,74,245,24,2,0
NL,2012,192,17,45,11,0,9,32,1,1,11,70,2,0,1,5,93,0,74,245,25,3,0
NL,2013,108,10,26,2,0,5,16,0,1,7,43,0,0,0,0,35,0,74,245,26,4,0
AL,2014,287,40,63,16,2,16,43,0,2,27,116,0,0,3,6,106,0,74,245,27,5,0
NL,1995,17,3,5,1,0,0,1,0,0,0,4,0,0,0,0,16,0,74,200,26,0,0
NL,1996,31,3,6,1,0,1,2,0,0,1,5,0,0,1,1,14,0,74,200,27,1,0
NL,1997,163,21,45,5,0,5,21,1,0,13,23,4,0,0,4,112,0,74,200,28,2,0
NL,1998,161,20,44,7,2,1,13,0,1,23,26,6,1,1,8,103,0,74,200,29,3,0
NL,1999,132,18,31,5,0,4,21,0,0,28,21,3,0,1,9,122,0,74,200,30,4,0
NL,2000,134,9,32,4,0,2,14,0,0,21,22,3,1,1,3,101,0,74,200,31,5,0
NL,2002,205,25,65,15,4,6,30,1,0,27,31,2,0,1,5,81,0,74,200,33,7,0
NL,2003,134,11,33,5,0,3,15,0,1,11,26,0,1,2,4,112,0,74,200,34,8,0
NL,2014,56,5,10,2,0,0,5,0,0,1,13,0,0,1,1,16,0,73,180,22,0,0
AL,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,73,182,32,3,0
NL,1981,95,11,26,0,1,1,8,1,0,5,6,1,3,0,0,34,0,73,190,22,0,0
NL,1982,131,14,42,3,0,0,9,2,3,8,11,0,5,0,2,46,0,73,190,23,1,0
NL,1983,230,21,59,11,1,3,22,0,2,6,20,2,0,2,7,120,0,73,190,24,2,0
NL,1984,214,18,74,19,2,1,18,0,0,5,12,3,1,2,4,58,0,73,190,25,3,0
NL,1985,281,19,75,15,1,2,31,5,5,12,12,4,2,0,1,107,0,73,190,26,4,0
NL,1986,124,13,31,3,0,2,8,0,1,6,8,0,0,2,3,86,0,73,190,27,5,0
NL,1987,207,16,47,5,0,3,12,2,0,10,12,1,1,0,5,102,0,73,190,28,6,0
AL,1988,212,24,66,8,0,1,12,0,0,5,18,1,2,2,4,62,0,73,190,29,7,0
AL,1989,233,26,54,10,1,3,23,2,1,8,20,3,1,2,4,90,0,73,190,30,8,0
AL,1990,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,73,190,31,9,0
AL,1956,445,62,115,16,4,9,57,11,5,51,60,4,0,3,6,139,0,71,190,23,0,0
AL,1957,279,35,65,8,3,7,38,7,3,29,48,4,0,5,7,97,0,71,190,24,1,0
AL,1958,128,10,33,3,2,1,10,2,3,14,24,1,0,0,4,41,0,71,190,25,2,0
AL,1959,399,68,145,17,2,20,79,2,0,35,42,3,1,5,11,122,0,71,190,26,3,0
AL,1960,544,84,159,36,2,17,79,4,1,67,67,7,3,5,11,147,0,71,190,27,4,0
AL,1961,592,87,178,30,8,16,85,2,1,56,52,3,12,3,11,155,1,71,190,28,5,0
AL,1962,621,82,169,28,5,14,70,3,2,47,74,3,8,7,8,158,0,71,190,29,6,1
AL,1963,500,57,114,29,0,10,41,9,1,47,77,7,2,2,10,142,0,71,190,30,7,1
AL,1964,270,35,67,13,2,8,24,1,3,44,46,9,1,1,3,111,0,71,190,31,8,1
NL,1965,174,15,45,6,2,5,19,0,0,17,30,0,1,1,4,81,0,71,190,32,9,1
NL,1966,156,14,33,4,1,4,17,0,0,7,27,1,0,0,1,83,0,71,190,33,10,1
NL,1967,73,7,15,1,0,0,3,0,1,7,10,1,1,1,2,27,0,71,190,34,11,1
NL,1968,346,32,99,13,1,2,47,3,0,51,45,5,1,2,12,122,0,71,190,35,12,1
NL,1969,88,5,26,1,0,2,22,0,1,13,10,2,0,4,1,51,0,71,190,36,13,1
AL,1970,33,2,8,0,0,1,6,0,0,6,6,1,1,0,4,32,0,71,190,37,14,1
NL,2006,93,12,20,4,0,2,7,0,1,3,14,0,0,0,3,41,0,72,190,24,0,0
NL,2007,264,26,71,12,1,5,31,4,3,21,24,3,3,3,17,109,0,72,190,25,1,0
NL,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,190,26,2,0
NL,2009,50,3,7,2,0,0,1,0,0,3,4,0,0,0,2,23,0,72,190,27,3,0
AL,2010,160,24,40,11,0,0,14,2,0,9,10,0,3,0,5,54,0,72,190,28,4,0
NL,2012,195,24,66,10,3,2,14,0,1,9,18,2,1,0,4,55,0,72,190,30,6,0
NL,2013,252,27,59,10,1,5,26,1,0,12,29,0,1,2,10,119,0,72,190,31,7,0
NL,2014,220,17,57,8,0,1,17,0,0,6,26,0,2,1,7,105,0,72,190,32,8,0
NL,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,170,25,0,0
NL,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74,180,18,0,0
NL,1997,34,6,11,0,0,2,2,0,0,3,10,0,0,0,0,17,0,72,205,25,0,0
NL,1998,89,14,20,6,0,0,7,0,0,7,12,0,1,1,3,28,0,74,185,24,0,0
AL,2013,369,38,83,20,1,12,45,6,1,42,113,1,0,1,2,102,0,73,195,22,0,0
AL,2014,47,3,6,0,1,0,2,1,0,3,21,0,0,1,0,17,0,73,195,23,1,0
AL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,75,190,28,2,0
AL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,75,190,29,3,0
AL,2003,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,32,0,75,190,30,4,0
AL,2004,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,32,0,75,190,31,5,0
AL,2005,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,75,190,32,6,0
NL,2006,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,46,0,75,190,33,7,0
NL,2007,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,69,0,75,190,34,8,0
NL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,75,190,35,9,0
NL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,75,190,36,10,0
NL,2010,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,59,0,75,190,37,11,1
NL,2011,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,75,190,38,12,1
NL,2000,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,74,195,26,0,0
NL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,74,195,27,1,0
NL,2002,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,74,195,28,2,0
NL,2003,59,1,10,1,0,0,3,0,0,0,18,0,12,0,2,36,0,74,195,29,3,0
NL,2004,3,2,1,0,0,0,2,0,0,1,0,0,0,1,0,43,0,74,195,30,4,0
AL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,74,195,31,5,0
NL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,74,195,32,6,0
NL,1994,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,73,200,24,0,0
NL,1995,7,0,0,0,0,0,0,0,0,1,6,0,1,0,0,14,0,73,200,25,1,0
NL,1997,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,59,0,73,200,27,3,0
NL,1998,6,0,1,0,0,0,0,0,0,0,3,0,0,0,1,69,0,73,200,28,4,0
NL,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,73,200,29,5,0
AL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,73,200,30,6,0
AL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,73,200,31,7,0
AL,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,73,200,24,2,0
NL,1991,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,73,200,27,5,0
NL,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,73,200,30,8,0
NL,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,73,200,31,9,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,69,180,27,0,0
AL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,69,180,28,1,0
AL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,69,180,29,2,0
AL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,69,180,30,3,0
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,69,180,31,4,0
AL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,69,180,32,5,0
AL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,69,180,33,6,0
AL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,69,180,34,7,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,69,180,35,8,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,69,180,36,9,0
AL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,69,180,37,10,0
NL,1978,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,77,205,24,0,0
NL,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,77,205,25,1,0
NL,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,77,205,26,2,0
NL,1984,7,0,2,0,0,0,0,0,1,0,1,0,0,0,0,37,0,77,205,30,6,0
NL,1985,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,51,0,77,205,31,7,0
NL,1986,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,77,205,32,8,0
AL,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,77,205,33,9,0
AL,2010,23,3,5,1,0,0,1,0,0,1,6,0,0,0,2,9,0,75,195,28,0,0
NL,1955,70,12,14,1,0,4,9,0,0,6,12,0,1,1,3,58,0,72,180,33,8,0
NL,1956,19,1,4,2,0,1,4,0,1,3,3,0,0,0,0,14,0,72,180,34,9,0
NL,1993,189,27,54,7,1,1,16,17,2,16,24,0,5,1,3,112,0,74,175,28,0,0
NL,1994,140,25,38,3,1,0,14,20,4,18,23,0,1,0,1,76,0,74,175,29,1,0
NL,1995,63,6,12,2,0,0,3,4,0,8,12,0,0,1,1,35,0,74,175,30,2,0
AL,1996,50,5,13,2,1,0,5,4,2,8,10,0,1,0,2,30,0,74,175,31,3,0
AL,1998,7,0,0,0,0,0,0,4,0,2,6,0,1,0,0,7,0,74,175,33,5,0
NL,2011,112,17,26,5,0,6,15,1,0,7,27,0,0,0,2,41,0,75,220,25,0,0
NL,2012,422,55,115,26,6,19,67,3,2,36,103,1,0,4,9,128,0,75,220,26,1,0
NL,2013,531,63,124,29,3,19,73,6,5,50,125,1,2,3,14,150,0,75,220,27,2,0
NL,2014,597,88,163,22,1,29,80,20,8,52,139,2,0,4,9,157,1,75,220,28,3,0
AL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,73,215,26,0,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,73,215,28,2,0
NL,1993,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,0,75,220,26,0,0
AL,1970,13,0,2,0,0,0,1,0,0,3,4,0,0,1,0,4,0,72,190,24,0,0
NL,1971,348,23,77,12,1,6,37,0,3,44,86,3,3,3,7,118,0,72,190,25,1,0
NL,1972,129,10,29,4,0,6,18,0,1,23,39,2,2,1,3,73,0,72,190,26,2,0
NL,1974,6,1,2,0,0,1,3,0,0,1,1,0,0,0,1,6,0,72,190,28,4,0
NL,1976,15,0,3,1,0,0,1,0,0,0,3,0,0,0,0,8,0,72,190,30,6,0
NL,1977,83,10,33,2,1,5,21,0,0,11,9,0,0,1,2,49,0,72,190,31,7,0
NL,1978,92,3,22,6,0,2,20,1,0,8,17,0,0,1,2,52,0,72,190,32,8,0
NL,1979,31,2,8,2,0,2,8,0,0,5,7,0,0,0,1,34,0,72,190,33,9,0
AL,1961,10,1,4,0,0,0,4,0,0,1,0,0,0,0,0,4,0,75,203,20,0,0
AL,1963,300,37,73,12,2,9,36,2,0,39,56,4,1,3,8,100,0,75,203,22,2,0
AL,1964,520,69,156,14,8,18,80,5,1,36,68,3,1,7,8,144,1,75,203,23,3,0
AL,1965,431,45,101,15,0,10,43,4,2,39,63,5,5,3,10,130,1,75,203,24,4,1
AL,1966,492,47,115,22,0,12,46,5,2,40,72,9,7,2,11,136,1,75,203,25,5,2
AL,1967,517,66,146,23,1,20,74,1,2,73,71,15,3,5,9,155,1,75,203,26,6,3
AL,1968,540,73,142,24,2,25,84,0,1,65,64,4,3,3,9,155,1,75,203,27,7,4
AL,1969,489,61,128,16,3,16,49,1,2,53,55,6,2,3,12,143,1,75,203,28,8,5
AL,1970,395,44,95,17,3,16,52,0,3,52,48,5,3,4,11,117,1,75,203,29,9,6
AL,1971,516,57,143,26,4,21,71,2,7,54,48,9,3,4,13,148,1,75,203,30,10,7
AL,1972,374,51,98,18,2,10,56,0,1,48,51,0,1,1,7,111,1,75,203,31,11,8
AL,1973,380,33,89,10,1,6,29,0,0,40,30,2,1,3,13,110,1,75,203,32,12,9
AL,1974,445,58,132,17,5,18,60,2,0,42,44,2,6,4,12,130,0,75,203,33,13,10
AL,1975,427,42,105,17,3,14,47,2,0,32,56,3,1,2,11,120,1,75,203,34,14,10
AL,1976,237,22,64,10,1,5,27,0,0,12,27,0,1,4,4,71,0,75,203,35,15,11
AL,2001,22,1,6,1,0,0,3,2,1,1,4,0,0,0,0,9,0,70,185,25,0,0
NL,2003,137,23,39,6,1,4,12,9,4,9,13,1,2,1,2,43,0,70,185,27,2,0
NL,2004,505,74,140,21,8,3,28,37,10,67,88,0,8,0,7,143,0,70,185,28,3,0
NL,2005,369,69,100,19,3,4,21,36,10,51,59,0,3,0,9,103,0,70,185,29,4,0
NL,2006,454,67,123,30,2,8,27,37,11,57,98,0,3,0,5,132,0,70,185,30,5,0
NL,2007,277,44,68,13,3,3,16,15,8,18,47,0,2,0,4,75,0,70,185,31,6,0
NL,2008,131,17,39,8,0,0,10,6,4,8,18,0,2,1,3,48,0,70,185,32,7,0
AL,2009,15,2,2,0,0,0,1,0,0,5,4,0,0,0,0,9,0,70,185,33,8,0
NL,2004,90,15,17,3,2,1,11,1,1,14,21,1,1,0,5,45,0,74,200,25,0,0
NL,2005,22,6,6,1,1,0,0,0,0,0,5,0,0,0,0,18,0,74,200,26,1,0
NL,2006,173,24,41,6,3,2,18,5,6,14,42,2,3,0,1,88,0,74,200,27,2,0
NL,2010,24,3,4,1,0,1,1,0,0,0,8,0,0,0,1,20,0,77,225,21,0,0
NL,2011,571,67,161,32,0,21,76,4,4,53,142,3,0,5,15,157,0,77,225,22,1,0
NL,2012,540,91,140,33,2,23,94,2,0,64,129,4,0,9,10,147,0,77,225,23,2,0
NL,2013,551,89,176,27,2,23,109,1,0,66,121,10,0,5,10,147,1,77,225,24,3,0
NL,2014,607,93,175,43,4,18,78,3,4,90,145,4,0,3,18,162,1,77,225,25,4,1
AL,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,75,220,27,3,0
NL,1956,18,0,1,1,0,0,2,0,0,3,4,0,0,0,0,64,0,75,220,28,4,0
NL,1957,10,1,2,1,0,0,0,0,0,0,1,0,0,0,1,52,0,75,220,29,5,0
NL,1958,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,75,220,30,6,0
NL,1972,13,0,1,0,0,0,0,0,0,2,6,0,0,0,0,8,0,76,180,21,0,0
NL,1973,13,1,2,0,0,0,0,0,0,0,1,0,0,0,0,14,0,76,180,22,1,0
NL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,175,27,0,0
AL,1989,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,69,170,26,0,0
AL,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,76,220,29,0,0
NL,1960,20,2,3,0,0,0,1,0,0,1,9,0,1,0,0,30,0,76,220,30,1,0
NL,1986,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,79,200,23,0,0
NL,1988,14,1,3,0,0,0,0,0,0,0,9,0,3,0,0,11,0,79,200,25,2,0
NL,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,200,26,3,0
NL,1990,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,0,79,200,27,4,0
NL,1991,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,34,0,79,200,28,5,0
NL,1992,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,58,0,79,200,29,6,0
NL,1993,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,79,200,30,7,0
NL,1994,36,5,4,1,0,1,3,0,0,1,21,0,3,0,0,19,0,79,200,31,8,0
NL,1995,23,2,2,0,0,1,4,0,0,1,16,0,6,0,0,22,0,79,200,32,9,0
NL,1996,41,3,5,0,0,0,0,0,0,2,21,0,4,0,1,26,0,79,200,33,10,0
NL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,71,165,25,0,0
NL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,71,165,26,1,0
NL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,71,165,27,2,0
NL,2009,31,3,10,2,0,1,7,0,0,2,7,0,0,1,1,17,0,74,225,26,0,0
NL,2010,240,28,71,12,1,4,36,1,1,21,59,0,4,1,7,70,0,74,225,27,1,0
NL,2011,333,41,99,16,1,10,55,1,0,24,75,0,0,2,18,97,0,74,225,28,2,0
NL,2012,501,70,147,25,1,20,79,3,3,57,122,2,0,2,19,144,1,74,225,29,3,0
NL,2013,462,53,121,26,1,9,60,1,2,47,106,1,0,3,25,138,0,74,225,30,4,1
AL,2014,462,53,120,25,1,10,55,1,3,38,124,0,0,5,10,134,0,74,225,31,5,1
NL,1955,179,17,46,8,2,3,22,1,1,17,18,2,3,1,7,51,0,72,190,29,2,0
NL,1961,7,0,2,0,0,0,1,0,0,1,4,0,0,0,0,9,0,72,190,35,8,0
NL,1955,455,69,115,21,8,14,44,5,1,34,57,4,16,1,10,134,0,71,175,21,0,0
NL,1956,207,17,43,9,0,3,14,2,1,16,45,3,3,1,0,65,0,71,175,22,1,0
NL,1957,346,44,98,18,2,6,31,9,4,17,42,0,5,2,4,114,0,71,175,23,2,0
NL,1958,18,1,3,0,0,1,2,0,0,1,2,0,0,0,1,17,0,71,175,24,3,0
NL,1959,400,60,107,14,5,23,70,8,4,43,61,4,5,4,8,132,0,71,175,25,4,0
AL,1960,455,60,124,32,6,17,79,10,6,29,65,2,8,8,15,127,0,71,175,26,5,0
NL,1961,575,78,159,27,2,26,87,8,2,27,78,5,1,3,17,152,0,71,175,27,6,0
NL,1962,42,2,6,1,0,0,1,0,0,6,8,2,0,0,2,18,0,71,175,28,7,0
NL,1963,217,20,53,9,1,6,26,4,2,17,42,2,2,2,2,66,0,71,175,29,8,0
NL,1964,289,33,65,13,2,9,40,1,2,19,45,4,7,4,8,99,0,71,175,30,9,0
NL,1965,80,6,21,4,0,0,8,0,2,6,18,1,0,1,5,43,0,71,175,31,10,0
AL,1966,106,8,22,2,0,3,10,2,1,8,20,1,0,0,1,48,0,71,175,32,11,0
AL,1961,27,7,6,0,0,0,3,0,0,1,4,0,1,0,2,11,0,73,190,19,0,0
AL,1962,175,15,51,3,4,3,23,2,1,18,27,1,2,1,4,58,0,73,190,20,1,0
AL,1963,592,83,170,29,12,9,50,2,2,36,104,3,9,5,10,154,0,73,190,21,2,0
AL,1964,505,86,140,22,9,18,72,8,3,72,87,2,6,4,13,147,1,73,190,22,3,0
AL,1965,602,66,167,19,7,15,64,13,5,54,107,4,15,8,10,161,0,73,190,23,4,1
AL,1966,611,78,154,32,7,13,67,17,8,67,89,1,10,6,12,162,1,73,190,24,5,1
AL,1967,590,75,171,23,6,9,56,9,6,49,77,2,7,0,10,151,1,73,190,25,6,2
AL,1968,614,77,150,21,13,9,49,9,4,60,101,4,10,4,12,159,1,73,190,26,7,3
AL,1969,580,78,151,22,6,12,47,9,2,93,86,7,7,4,10,161,1,73,190,27,8,4
AL,1970,601,95,167,33,5,22,82,0,2,69,92,3,2,4,7,158,1,73,190,28,9,5
AL,1971,347,31,81,15,1,5,33,2,1,39,61,6,5,3,4,107,0,73,190,29,10,6
NL,1972,340,31,79,15,4,5,32,0,1,38,71,2,2,1,6,101,0,73,190,30,11,6
NL,1973,124,7,29,4,1,0,11,1,2,20,25,3,0,0,2,45,0,73,190,31,12,6
AL,1974,230,31,60,5,0,12,34,0,1,22,41,4,0,1,11,78,0,73,190,32,13,6
AL,1975,191,25,50,5,0,7,33,0,1,20,39,4,1,4,6,77,0,73,190,33,14,6
AL,1976,133,17,31,7,0,2,12,2,0,23,33,1,2,2,4,58,0,73,190,34,15,6
AL,1977,28,4,7,1,0,1,5,0,0,3,4,0,0,1,0,13,0,73,190,35,16,6
NL,1978,20,3,4,1,0,0,1,0,0,6,8,0,0,0,0,20,0,73,190,36,17,6
AL,2013,190,10,52,8,1,4,24,0,0,14,31,0,0,2,8,80,0,80,250,27,0,0
AL,2014,87,12,19,5,0,5,15,0,0,5,23,1,0,0,6,36,0,80,250,28,1,0
AL,2005,65,7,16,3,0,1,4,0,0,6,17,0,0,0,4,25,0,74,225,31,0,0
NL,1974,64,4,11,2,1,0,3,0,0,7,20,0,9,0,2,33,0,71,195,23,0,0
NL,1975,48,2,4,0,0,0,2,0,0,6,17,0,6,0,0,36,0,71,195,24,1,0
NL,1976,37,3,7,0,1,0,2,0,0,2,8,0,9,0,0,34,0,71,195,25,2,0
NL,1977,37,4,5,1,0,0,1,0,0,4,14,0,2,0,0,33,0,71,195,26,3,0
NL,1978,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12,0,71,195,27,4,0
AL,1965,37,4,11,0,0,1,7,1,0,9,5,1,0,0,1,13,0,68,180,24,0,0
AL,1966,24,0,5,1,0,0,3,0,1,4,5,0,0,0,0,10,0,68,180,25,1,0
AL,1967,16,0,1,0,0,0,1,0,0,3,4,1,0,0,0,6,0,68,180,26,2,0
AL,1968,165,9,32,5,0,1,10,1,2,19,19,0,3,3,1,59,0,68,180,27,3,0
AL,1969,158,14,29,6,3,2,13,1,0,41,15,6,1,2,0,63,0,68,180,28,4,0
AL,1970,166,20,35,3,1,1,13,0,1,38,23,2,2,0,5,69,0,68,180,29,5,0
AL,1971,41,6,6,2,0,0,4,0,2,7,7,0,1,0,3,14,0,68,180,30,6,0
AL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,220,24,0,0
AL,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,76,220,25,1,0
NL,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,69,170,26,0,0
NL,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,69,170,27,1,0
NL,1991,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,31,0,69,170,28,2,0
NL,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,69,170,31,5,0
NL,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,69,170,32,6,0
NL,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,69,170,33,7,0
NL,2014,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,76,170,25,0,0
AL,1997,26,4,5,1,0,0,1,0,0,1,4,0,0,0,1,14,0,72,160,24,0,0
NL,1998,23,4,3,0,1,1,2,0,0,0,5,0,0,0,1,15,0,72,160,25,1,0
NL,1999,150,27,41,3,2,1,16,4,3,29,18,2,1,0,2,69,0,72,160,26,2,0
NL,2000,112,18,23,5,0,2,6,2,2,17,18,0,0,0,3,75,0,72,160,27,3,0
NL,1973,225,19,52,10,1,0,22,1,3,10,24,2,6,1,5,100,0,70,159,25,0,0
NL,1974,112,12,24,4,1,0,7,1,0,7,10,3,0,1,0,76,0,70,159,26,1,0
NL,1975,64,4,8,2,0,0,4,0,1,3,13,0,2,1,1,51,0,70,159,27,2,0
NL,1976,113,7,28,5,0,0,8,1,1,4,14,3,3,1,2,76,0,70,159,28,3,0
NL,1977,70,10,18,1,0,0,5,1,0,0,10,0,2,0,1,53,0,70,159,29,4,0
NL,1978,15,5,4,2,1,0,5,0,0,0,3,0,1,1,0,73,0,70,159,30,5,0
NL,1979,475,41,123,18,4,1,44,3,2,20,36,5,10,3,13,140,0,70,159,31,6,0
AL,1980,227,27,55,5,1,0,10,5,1,4,23,0,12,2,8,116,0,70,159,32,7,0
NL,1981,36,6,9,1,0,0,3,0,0,1,3,1,0,1,0,25,0,70,159,33,8,0
AL,1955,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,72,170,32,3,0
NL,1958,9,2,2,2,0,0,1,0,0,0,2,0,0,0,0,5,0,74,205,34,6,0
NL,2012,25,1,2,0,0,0,0,0,0,3,15,0,1,0,0,17,0,76,215,25,0,0
NL,2014,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16,0,76,215,27,2,0
AL,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71,150,23,0,0
NL,1955,61,3,10,1,0,0,4,0,0,3,15,0,6,0,0,44,0,72,190,25,4,0
NL,1956,97,7,16,2,0,1,8,0,0,1,19,0,11,0,1,49,1,72,190,26,5,0
NL,1957,87,5,16,2,0,0,4,0,0,6,22,0,6,1,0,40,0,72,190,27,6,1
NL,1958,94,3,10,2,0,0,6,0,0,4,28,0,10,1,1,38,1,72,190,28,7,1
NL,1959,73,4,12,2,0,0,7,0,0,2,25,0,12,0,0,35,0,72,190,29,8,2
